ID;FR;EN;ZH
Alea1N2RJ2;Tous les illuminés que j'ai croisés sur ma route qui m'ont assuré que nous sommes arrivés à leur paradis, disent-ils la vérité ? Ou bien était-ce faux, ça aussi ? Se bercent-ils tous d'illusions ?;Every single one of these fanatics vindicatively assured me we all are in their heaven. Are they telling the truth? Or was it all wishful thinking? ;
Alea1N2RJ3;Les âmes se rejoignent... Est-ce que cela signifie que ma famille m'attend ici ?! Que je vais rencontrer mes ancêtres ?! ;The gathering of souls... Does that mean my family is waiting for me here?! Or that I'll finally meet my revered ancestors?!;
Alea1N2F1;Le paradis ? Ici ?! Cet endroit n'existait même pas il y a 400 ans ! Non, le paradis ne se trouve pas ici… *marmonne* Je ne sais pas tout ce qu'ils font en dessous, mais il faudra que j'aille vérifier tout ça... Je dois te laisser, le devoir m'appelle ! Tâche de ne pas mourir à nouveau !;Heaven? Here? This place didn't even exist 400 years ago. No, no, heavens ain't here... *mumbling* I don't know what they're doing down below, but I sure should check on them... Gotta go, duty is calling me again! Try not to die again, would be a shame! ;
Alea1N2F2;Bien sûr ! Je suis convaincu que vos retrouvailles seront… Mémorables ! Ne t'en fais pas, tu reverras tous ceux que tu as marqués, j'en suis certain... Maintenant va ! Ils doivent tous attendre ta venue avec impatience !;Oh, but... of course! I am convinced your reunion will be... Something to remember. Don't you worry, you'll meet everyone you've marked, that's for sure... Now go! They must all impatiently await your arrival! ;
Alea1N2RJ4;Ah te revoilà ! Dis-moi, j'aurais besoin d'un coup de main, je n'arrive toujours pas à retrouver le souvenir que tu avais vu la dernière fois. Pourrais-tu m'aider ?;Ah, here you are again! Tell me, I am in need of a hand. I can't find the memory you showed me last time. Could you assist me? ;
Alea1N2RE2;Ah ! Désolé, ordre du chef, je ne peux pas t'aider, je n'ai pas envie de me faire taper sur les doigts ! J'aimerais vraiment t'assister, mais je ne peux pas. ;Ah, I'm sorry my friend, orders from the big boss, can't help you. Not that I don't want to, but I don't want to get slapped on the wrist. I truly would love to, but my hands are tied here. ;
Alea1N2RJ5;Tu es en train de me dire que le minus de la dernière fois est ton supérieur ? ;Your boss? Is that little one I saw last time your superior?!;
Alea1N2RJ6;Oh allez, tu n'as pas besoin de directement m'aider, mais n'y a-t-il réellement rien que tu puisses faire pour moi ? Vraiment ? On est copains pourtant, non ?;Oh come on! I don't need a direct help, but is there really nothing you can do? We're buddies, after all! ;
Alea1N2F3;Oh non ! Lui c'est juste mon collègue, ça fait un temps qu'on n'a pas vu le patron ! Vraiment longtemps qu'on n'a pas vu le patron... Bref, j'ai d'autres âmes à surveiller, désolé, et bonne chance ! Et si jamais quelque chose de positif arrive, ce n'est que pure coïncidence !;Him? Oh, no, he's just a colleague. It's been a long time since we last saw the boss. Real long time... Anyway, I have other souls to supervise, sorry and good luck! And if anything positive happens, it's merely a coincidence! ;
Alea1N2F4;"Ooooh je vais me faire taper sur les doigts... Bon, je peux t'aider à ""forcer un peu le destin"", mais ne le dis à personne ! Ooooh, j'espère que le patron ne va pas le remarquer !";"Ooooohh, this will surely get me in trouble... Well, I can help you to ""take destiny into your own hands"", but don't tell anyone! Ohh, I sure hope they won't notice! ";
Alea1C3I;… Au moins cette fois, tu n'empestes pas trop le sang et la mort. Tu as même l'air d'humeur à parler, je suppose que c'est déjà mieux que rien.;... At least, this time, you do not reek of guts and death. You even seem disposed to talk, which is better than nothing, I suppose.;
Alea1C3RJ1;Arya, tu m'excuseras d'avoir eu une invasion ottomane à repousser, mais d'avoir quand même essayé de rentrer de temps en temps pour dîner.;Oh well, you shall excuse me to have had an Ottoman invasion to repel, but still cleared my schedule enough to come home and eat dinner once in a while. ;
Alea1C3RE1;Je ne te reproche pas d'avoir fait la guerre. Je ne te reproche même pas qu'elle t'ait changé. Non, ce que je te reproche, c'est que tu aies fini par l'aimer plus que moi. ;I don't blame you for going to war. I don't even blame you for changing because of her. Where I truly blame you is for ending up loving her more than me.;
Alea1C3RJ2;Je vous aimais et vous détestais tout autant l'une que l'autre.;I loved and despised you both equally.;
Alea1C3RJ3;Je t'aimais, mais… Quand je n'étais pas sur les champs de bataille, je sentais en moi un vide infini grandir. La vie au palais me semblait si fade et insipide. Au moins, en train d'occire mes ennemis, je me sentais si… Vivant. Mais je ne m'attends pas à ce que tu comprennes.;Arya I... I loved you, but... When I wasn't on the battlefield, I could just feel an infinite void grow inside me. Palace life was insipid and devoid of life. At least, when I was slashing through enemies ranks I felt something. But I don't expect you to understand.;
Alea1C3F1;Pourtant, tu n'es jamais rentré chez nous, voir ton épouse et la chair de ta chair avec un grand sourire. Au contraire, quand on t'appelait au combat, c'étaient les seuls instants où je voyais ton visage devenir radieux… Aie au moins la décence de le reconnaitre.;Yet, it's never with a heart-warming smile that you returned home, to your wife and the flesh of your flesh. Quite the contrary, I could only see your face warm up when you were called to fight. If anything, have the decency to acknowledge it.;
Alea1C3F2;Tu as raison, je ne pourrais jamais comprendre. Je ne pourrais jamais, moi qui me sentais si vivante en voyant notre fille grandir et devenir une femme. Alors que toi, tu n'as jamais connu ce plaisir. Toi, que je plains si fort de devoir tuer pour se sentir vivant, quand tu avais la vie sous la forme de l'amour de ta fille à la maison.;You don't imagine how right you are. I could never understand. Not when I felt alive by watching our daughter grow into a woman. You've never known that delight. I sincerely pity you, having to kill to feel alive, when you had life incarnate, your own daughter, at home. ;
Alea1C3RJ4;Merci de le remarquer Arya, je me suis assuré de ne pas brutaliser tes sens délicats. ;I'm glad you noticed, Arya. I made sure not to brutalise your delicate senses. ;
Alea1C3RE2;Mes sens délicats ? Bien des femmes se seraient enfuies après seulement le quart de ce que tu as fait à mes sens. ;Delicate senses, you call them ? Many women would've run away, barely after a quarter of what you did to my senses.;
Alea1C3RJ5;Tu ne peux pas t'en empêcher, hein ? Toujours et encore à exagérer et à me dépeindre comme un monstre assoiffé de sang.;You really can't prevent yourself, can't you ? As always, exaggerating the facts and depicting me as a bloodthirsty monstrosity. ;
Alea1C3RJ6;Et pourquoi ne l'as-tu pas fait, Arya ? Pourquoi ne t'es-tu pas enfuie ? Pourquoi n'as-tu pas disparu ? J'aurais enfin connu un peu de sérénité !;Then why didn't you do it, Arya ? Why didn't you run away? Why didn't you just disappear ? I'd have known serenity, at last !;
Alea1C3F3;Je te rappellerai ça, la prochaine fois que tu me gifleras, parce que je te donnerai une réponse qui ne te plait pas.;I shall remind you your own words, next time my unsatisfying answer deserves another slap across the face. ;
Alea1C3F4;Appelle-moi sotte, mais j'ai toujours espoir. Espoir que l'homme que j'ai un jour connu et réussi à aimé existe encore, embourbé dans la fosse à purin qu'il est devenu. Espoir qu'il revienne un jour pour aider notre fille à devenir une femme. Même s'il est trop tard à présent…;Call me a fool, but I still have hope. Hope, for the man I once knew and loved to still be in there somewhere, bogged down in the fecal pit he became. Hope, for him to come back at last to help our daughter grow into a woman. Even if it's too late now... ;
Alea1C4I;Une part de moi est heureux que nous puissions nous retrouver et converser ici en paix. J'ai passé trop de temps à ne plus pouvoir te regarder en face ni te parler. La mort a cela de bon qu'elle apaise les colères et délie les langues. ;A part of me is happy that we can meet again here and discuss in peace. I spent too much time not being able to look at you or talk to you. Death is the good side that she appeases anger and undoes the tongue.;
Alea1C4RJ1;Ce n'est qu'aujourd'hui que je réalise l'ampleur du prix que j'allais payer pendant 15 ans. Pas un jour ne passe sans que j'aie le regret de ce qui est arrivé… Je suis désolé, même si cela ne changera rien.;It is only now that I fully realise the price I'd have to pay for 15 years. Not a day goes by without the regret of what happened... I am truly sorry, even though it's of no use now. ;
Alea1C4RE1;Et moi, que pourrais-je dire ? Tu as obligé un père à survivre à son fils… Qu'aurais-tu pu vivre pour égaler cela ?;And I, what could I even say? You forced a father to survive his own son... What could you have gone through that could match this pain?;
Alea1C4RJ2;Lorsque vous êtes parti, j'ai réalisé que j'ai perdu la dernière personne à qui je pouvais parler, qui me comprenne réellement, qui me soutienne. Personne n'était sincère et sans l'arrière-pensée de m'utiliser, d'une manière ou d'une autre. Pas même ma propre famille…;When you left my side, I truly understood I just had lost the last person I could talk to, that truly understood and supported me. No one was sincere, or clear of ulterior motives, trying to use me a way or another. Not even my own family...;
Alea1C4RJ3;Je n'étais qu'un enfant, pensant être un homme, mais j'étais juste un enfant stupide. J'aimerais parler à cet enfant et l'arrêter, mais tout ce qui en reste est celui que vous avez en face de vous. J'ai dû vivre toute ma vie avec ça.;I was just a kid, certain to be a man, but truly a stupid child. I wish I could talk to that kid and stop him, but all that's left of him is standing in front of you. I had to live with that my whole life. ;
Alea1C4F1;Telle a été ta rançon à payer pour avoir ceuilli la vie de mon fils. Tu peux t'estimer chanceux, si la situation avait été inversée, je doute que tu aurais été aussi magnanime que je l'aie été.;That was the price to pay for taking the life of my son. You can think yourself lucky, if the situation was reversed, I doubt that you would have been as magnanimous as I was.;
Alea1C4F2;Il nous aura bien changé toi et moi... Au final, Druhv était peut-être le seul chanceux dans l'histoire…;He changed us both so deeply… In the end, Dhruv is maybe the only lucky one in that affair…;
